estacion,anio,mes,codigo_estacion,departamento,trafico_total
LOS CUROS,2020,,00043,SANTANDER,35300.0
ZAMBITO,2020,,00044,SANTANDER,73512.0
AGUAS NEGRAS,2020,,00045,SANTANDER,84912.0
LA GOMEZ,2020,,00046,SANTANDER,81025.0
MORRISON,2020,,00047,CESAR,110838.0
PAILITAS,2020,,#N/D,CESAR,97081.0
GAMARRA,2020,,#N/D,CESAR,10911.0
PLATANAL,2020,,#N/D,CESAR,22502.0
SAN DIEGO,2020,,00051,CESAR,29172.0
RINCON HONDO,2020,,00052,CESAR,16130.0
SAN JUAN,2020,,00032,GUAJIRA,28697.0
COCORNA,2020,,00054,ANTIOQUIA,59771.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,46424.0
CENCAR,2020,,00056,VALLE DEL CAUCA,62484.0
CERRITO,2020,,00057,VALLE DEL CAUCA,184696.0
CIAT,2020,,00058,VALLE DEL CAUCA,106977.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,104429.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,81888.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,21183.0
ROZO,2020,,00062,VALLE DEL CAUCA,40401.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,112011.0
VILLARICA,2020,,00063,CAUCA,112233.0
TUNIA,2020,,00064,CAUCA,62345.0
LA PARADA,2020,,00069,NORTE DE SAN,
ARCABUCO,2020,,00005,BOYACA,34194.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,24419.0
CAJAMARCA,2020,,00007,TOLIMA,130207.0
CARIMAGUA,2020,,00009,CORDOBA,47366.0
CRUCERO,2020,,00012,BOYACA,52870.0
EL BORDO,2020,,00013,CAUCA,49158.0
LOS LLANOS,2020,,00020,ANTIOQUIA,73113.0
RIO BLANCO,2020,,00027,SANTANDER,38579.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,21387.0
SACHICA,2020,,00030,BOYACA,37292.0
SAN CLEMENTE,2020,,00031,CALDAS,16803.0
TARAZA,2020,,00036,ANTIOQUIA,42003.0
TORO,2020,,00037,VALLE DEL CAUCA,32307.0
CANO,2020,,00045,NARIÑO,30997.0
DAZA,2020,,00046,NARIÑO,2099.0
CERRITOS II,2020,,00066,RISARALDA,172625.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,
CASA BLANCA,2020,,00039,CUNDINAMARCA,146470.0
SABOYÁ,2020,,00040,BOYACA,35834.0
OIBA,2020,,00041,SANTANDER,44184.0
CURITI,2020,,00042,SANTANDER,54438.0
LOS CUROS,2020,,00043,SANTANDER,55304.0
ZAMBITO,2020,,00044,SANTANDER,97952.0
AGUAS NEGRAS,2020,,00045,SANTANDER,115713.0
LA GOMEZ,2020,,00046,SANTANDER,96141.0
MORRISON,2020,,00047,CESAR,139925.0
PAILITAS,2020,,#N/D,CESAR,124407.0
GAMARRA,2020,,#N/D,CESAR,15607.0
PLATANAL,2020,,#N/D,CESAR,33892.0
SAN DIEGO,2020,,00051,CESAR,52169.0
RINCON HONDO,2020,,00052,CESAR,25734.0
SAN JUAN,2020,,00032,GUAJIRA,46939.0
COCORNA,2020,,00054,ANTIOQUIA,99678.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,73935.0
CENCAR,2020,,00056,VALLE DEL CAUCA,99380.0
CERRITO,2020,,00057,VALLE DEL CAUCA,279354.0
CIAT,2020,,00058,VALLE DEL CAUCA,177500.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,180323.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,101306.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,30634.0
ROZO,2020,,00062,VALLE DEL CAUCA,67993.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,131704.0
VILLARICA,2020,,00063,CAUCA,180976.0
TUNIA,2020,,00064,CAUCA,99060.0
LA PARADA,2020,,00069,NORTE DE SAN,
ARCABUCO,2020,,00005,BOYACA,47988.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,27584.0
CAJAMARCA,2020,,00007,TOLIMA,137495.0
CARIMAGUA,2020,,00009,CORDOBA,49906.0
CRUCERO,2020,,00012,BOYACA,58320.0
EL BORDO,2020,,00013,CAUCA,60355.0
LOS LLANOS,2020,,00020,ANTIOQUIA,76899.0
RIO BLANCO,2020,,00027,SANTANDER,57275.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,20198.0
SACHICA,2020,,00030,BOYACA,48717.0
SAN CLEMENTE,2020,,00031,CALDAS,20635.0
TARAZA,2020,,00036,ANTIOQUIA,61814.0
TORO,2020,,00037,VALLE DEL CAUCA,18952.0
CANO,2020,,00045,NARIÑO,35644.0
DAZA,2020,,00046,NARIÑO,11985.0
CERRITOS II,2020,,00066,RISARALDA,194918.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,
CASA BLANCA,2020,,00039,CUNDINAMARCA,152208.0
SABOYÁ,2020,,00040,BOYACA,47076.0
OIBA,2020,,00041,SANTANDER,60711.0
CURITI,2020,,00042,SANTANDER,65035.0
LOS CUROS,2020,,00043,SANTANDER,75711.0
ZAMBITO,2020,,00044,SANTANDER,101803.0
AGUAS NEGRAS,2020,,00045,SANTANDER,120174.0
LA GOMEZ,2020,,00046,SANTANDER,89602.0
MORRISON,2020,,00047,CESAR,147869.0
PAILITAS,2020,,#N/D,CESAR,132732.0
GAMARRA,2020,,#N/D,CESAR,19290.0
PLATANAL,2020,,#N/D,CESAR,40051.0
SAN DIEGO,2020,,00051,CESAR,65838.0
RINCON HONDO,2020,,00052,CESAR,29736.0
SAN JUAN,2020,,00032,GUAJIRA,62494.0
COCORNA,2020,,00054,ANTIOQUIA,102728.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,90325.0
CENCAR,2020,,00056,VALLE DEL CAUCA,106309.0
CERRITO,2020,,00057,VALLE DEL CAUCA,272940.0
CIAT,2020,,00058,VALLE DEL CAUCA,193840.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,211635.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,138634.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,24332.0
ROZO,2020,,00062,VALLE DEL CAUCA,62249.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,119365.0
VILLARICA,2020,,00063,CAUCA,210497.0
TUNIA,2020,,00064,CAUCA,126998.0
LA PARADA,2020,,00069,NORTE DE SAN,
ARCABUCO,2020,,00005,BOYACA,63987.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,33468.0
CAJAMARCA,2020,,00007,TOLIMA,160961.0
CARIMAGUA,2020,,00009,CORDOBA,55968.0
CRUCERO,2020,,00012,BOYACA,66992.0
EL BORDO,2020,,00013,CAUCA,74049.0
LOS LLANOS,2020,,00020,ANTIOQUIA,85729.0
RIO BLANCO,2020,,00027,SANTANDER,69897.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,23834.0
SACHICA,2020,,00030,BOYACA,61343.0
SAN CLEMENTE,2020,,00031,CALDAS,25503.0
TARAZA,2020,,00036,ANTIOQUIA,69098.0
TORO,2020,,00037,VALLE DEL CAUCA,22306.0
CANO,2020,,00045,NARIÑO,43674.0
DAZA,2020,,00046,NARIÑO,13467.0
CERRITOS II,2020,,00066,RISARALDA,227526.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,
CASA BLANCA,2020,,00039,CUNDINAMARCA,183873.0
SABOYÁ,2020,,00040,BOYACA,59963.0
OIBA,2020,,00041,SANTANDER,79451.0
CURITI,2020,,00042,SANTANDER,84530.0
LOS CUROS,2020,,00043,SANTANDER,98084.0
ZAMBITO,2020,,00044,SANTANDER,108161.0
AGUAS NEGRAS,2020,,00045,SANTANDER,129101.0
LA GOMEZ,2020,,00046,SANTANDER,100205.0
MORRISON,2020,,00047,CESAR,168576.0
PAILITAS,2020,,#N/D,CESAR,151073.0
GAMARRA,2020,,#N/D,CESAR,22238.0
PLATANAL,2020,,#N/D,CESAR,44858.0
SAN DIEGO,2020,,00051,CESAR,81918.0
RINCON HONDO,2020,,00052,CESAR,36661.0
SAN JUAN,2020,,00032,GUAJIRA,75461.0
COCORNA,2020,,00054,ANTIOQUIA,117705.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,104858.0
CENCAR,2020,,00056,VALLE DEL CAUCA,120590.0
CERRITO,2020,,00057,VALLE DEL CAUCA,310289.0
CIAT,2020,,00058,VALLE DEL CAUCA,215799.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,240452.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,161068.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,27605.0
ROZO,2020,,00062,VALLE DEL CAUCA,72655.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,140861.0
VILLARICA,2020,,00063,CAUCA,252333.0
TUNIA,2020,,00064,CAUCA,153049.0
LA PARADA,2020,,00069,NORTE DE SAN,
ARCABUCO,2020,,00005,BOYACA,60246.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,36711.0
CAJAMARCA,2020,,00007,TOLIMA,159499.0
CARIMAGUA,2020,,00009,CORDOBA,27897.0
CRUCERO,2020,,00012,BOYACA,66134.0
EL BORDO,2020,,00013,CAUCA,77030.0
LOS LLANOS,2020,,00020,ANTIOQUIA,34274.0
RIO BLANCO,2020,,00027,SANTANDER,65696.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,28293.0
SACHICA,2020,,00030,BOYACA,59261.0
SAN CLEMENTE,2020,,00031,CALDAS,32926.0
TARAZA,2020,,00036,ANTIOQUIA,15110.0
TORO,2020,,00037,VALLE DEL CAUCA,25270.0
CANO,2020,,00045,NARIÑO,45313.0
DAZA,2020,,00046,NARIÑO,13542.0
CERRITOS II,2020,,00066,RISARALDA,229749.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,
CASA BLANCA,2020,,00039,CUNDINAMARCA,177936.0
SABOYÁ,2020,,00040,BOYACA,56398.0
OIBA,2020,,00041,SANTANDER,75670.0
CURITI,2020,,00042,SANTANDER,79134.0
LOS CUROS,2020,,00043,SANTANDER,91894.0
ZAMBITO,2020,,00044,SANTANDER,115106.0
AGUAS NEGRAS,2020,,00045,SANTANDER,142431.0
LA GOMEZ,2020,,00046,SANTANDER,117253.0
MORRISON,2020,,00047,CESAR,180996.0
PAILITAS,2020,,#N/D,CESAR,165383.0
GAMARRA,2020,,#N/D,CESAR,21541.0
PLATANAL,2020,,#N/D,CESAR,42950.0
SAN DIEGO,2020,,00051,CESAR,83064.0
RINCON HONDO,2020,,00052,CESAR,39223.0
SAN JUAN,2020,,00032,GUAJIRA,81519.0
COCORNA,2020,,00054,ANTIOQUIA,119635.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,103523.0
CENCAR,2020,,00056,VALLE DEL CAUCA,122397.0
CERRITO,2020,,00057,VALLE DEL CAUCA,327895.0
CIAT,2020,,00058,VALLE DEL CAUCA,219603.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,251031.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,161790.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,28374.0
ROZO,2020,,00062,VALLE DEL CAUCA,79034.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,145014.0
VILLARICA,2020,,00063,CAUCA,263415.0
TUNIA,2020,,00064,CAUCA,159772.0
LA PARADA,2020,,00069,NORTE DE SAN,
ARCABUCO,2020,,00005,BOYACA,92172.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,51606.0
CAJAMARCA,2020,,00007,TOLIMA,18499.0
CARIMAGUA,2020,,00009,CORDOBA,59860.0
CRUCERO,2020,,00012,BOYACA,85243.0
EL BORDO,2020,,00013,CAUCA,95958.0
LOS LLANOS,2020,,00020,ANTIOQUIA,96236.0
RIO BLANCO,2020,,00027,SANTANDER,80668.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,34410.0
SACHICA,2020,,00030,BOYACA,98683.0
SAN CLEMENTE,2020,,00031,CALDAS,41062.0
TARAZA,2020,,00036,ANTIOQUIA,73789.0
TORO,2020,,00037,VALLE DEL CAUCA,28745.0
CANO,2020,,00045,NARIÑO,58454.0
DAZA,2020,,00046,NARIÑO,14506.0
CERRITOS II,2020,,00066,RISARALDA,278725.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,92737.0
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,100951.0
TARAZA,2021,,00036,ANTIOQUIA,98958.0
CASA BLANCA,2020,,00039,CUNDINAMARCA,252745.0
SABOYÁ,2020,,00040,BOYACA,79565.0
OIBA,2020,,00041,SANTANDER,98612.0
CURITI,2020,,00042,SANTANDER,110634.0
LOS CUROS,2020,,00043,SANTANDER,125629.0
SACHICA,2021,,00030,BOYACA,117795.0
ZAMBITO,2020,,00044,SANTANDER,127000.0
AGUAS NEGRAS,2020,,00045,SANTANDER,146862.0
LA GOMEZ,2020,,00046,SANTANDER,110390.0
MORRISON,2020,,00047,CESAR,186328.0
PAILITAS,2020,,#N/D,CESAR,168924.0
GAMARRA,2020,,#N/D,CESAR,29759.0
PLATANAL,2020,,#N/D,CESAR,54523.0
SAN DIEGO,2020,,00051,CESAR,88880.0
RINCON HONDO,2020,,00052,CESAR,42531.0
SAN JUAN,2020,,00032,GUAJIRA,85461.0
COCORNA,2020,,00054,ANTIOQUIA,152424.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,125424.0
CENCAR,2020,,00056,VALLE DEL CAUCA,149727.0
CERRITO,2020,,00057,VALLE DEL CAUCA,437012.0
CIAT,2020,,00058,VALLE DEL CAUCA,281515.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,338576.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,198688.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,30873.0
ROZO,2020,,00062,VALLE DEL CAUCA,101111.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,170355.0
VILLARICA,2020,,00063,CAUCA,318913.0
TUNIA,2020,,00064,CAUCA,198872.0
LA PARADA,2020,,00069,NORTE DE SAN,345927.0
ARCABUCO,2020,,00005,BOYACA,116762.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,65819.0
CAJAMARCA,2020,,00007,TOLIMA,
CARIMAGUA,2020,,00009,CORDOBA,68702.0
CRUCERO,2020,,00012,BOYACA,94751.0
EL BORDO,2020,,00013,CAUCA,108519.0
LOS LLANOS,2020,,00020,ANTIOQUIA,115085.0
RIO BLANCO,2020,,00027,SANTANDER,93075.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,39083.0
SACHICA,2020,,00030,BOYACA,129922.0
SAN CLEMENTE,2020,,00031,CALDAS,43477.0
TARAZA,2020,,00036,ANTIOQUIA,91128.0
TORO,2020,,00037,VALLE DEL CAUCA,30239.0
CANO,2020,,00045,NARIÑO,69066.0
DAZA,2020,,00046,NARIÑO,15110.0
EL KORAN,2022,,00070,CUNDINAMARCA,
CERRITOS II,2020,,00066,RISARALDA,314829.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,116589.0
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,125271.0
CASA BLANCA,2020,,00039,CUNDINAMARCA,304240.0
SABOYÁ,2020,,00040,BOYACA,102684.0
OIBA,2020,,00041,SANTANDER,123161.0
CURITI,2020,,00042,SANTANDER,142651.0
LOS CUROS,2020,,00043,SANTANDER,154563.0
ZAMBITO,2020,,00044,SANTANDER,136655.0
AGUAS NEGRAS,2020,,00045,SANTANDER,161683.0
LA GOMEZ,2020,,00046,SANTANDER,117568.0
MORRISON,2020,,00047,CESAR,207797.0
PAILITAS,2020,,#N/D,CESAR,190575.0
GAMARRA,2020,,#N/D,CESAR,33625.0
PLATANAL,2020,,#N/D,CESAR,62072.0
SAN DIEGO,2020,,00051,CESAR,103808.0
RINCON HONDO,2020,,00052,CESAR,47769.0
SAN JUAN,2020,,00032,GUAJIRA,106335.0
COCORNA,2020,,00054,ANTIOQUIA,186871.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,148072.0
CENCAR,2020,,00056,VALLE DEL CAUCA,171582.0
CERRITO,2020,,00057,VALLE DEL CAUCA,481867.0
CIAT,2020,,00058,VALLE DEL CAUCA,315249.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,404563.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,216211.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,34775.0
ROZO,2020,,00062,VALLE DEL CAUCA,116881.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,191112.0
VILLARICA,2020,,00063,CAUCA,347097.0
TUNIA,2020,,00064,CAUCA,221353.0
LA PARADA,2020,,00069,NORTE DE SAN,419851.0
ARCABUCO,2020,,00005,BOYACA,113365.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,64096.0
CAJAMARCA,2020,,00007,TOLIMA,
CARIMAGUA,2020,,00009,CORDOBA,66348.0
CRUCERO,2020,,00012,BOYACA,82413.0
EL BORDO,2020,,00013,CAUCA,107956.0
LOS LLANOS,2020,,00020,ANTIOQUIA,113517.0
RIO BLANCO,2020,,00027,SANTANDER,104919.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,36687.0
SACHICA,2020,,00030,BOYACA,121654.0
SAN CLEMENTE,2020,,00031,CALDAS,38834.0
TARAZA,2020,,00036,ANTIOQUIA,89912.0
TORO,2020,,00037,VALLE DEL CAUCA,29893.0
CANO,2020,,00045,NARIÑO,70432.0
DAZA,2020,,00046,NARIÑO,15693.0
CERRITOS II,2020,,00066,RISARALDA,313829.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,105246.0
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,113571.0
CASA BLANCA,2020,,00039,CUNDINAMARCA,290201.0
SABOYÁ,2020,,00040,BOYACA,93857.0
OIBA,2020,,00041,SANTANDER,119373.0
CURITI,2020,,00042,SANTANDER,137980.0
LOS CUROS,2020,,00043,SANTANDER,150453.0
ZAMBITO,2020,,00044,SANTANDER,134719.0
AGUAS NEGRAS,2020,,00045,SANTANDER,160310.0
LA GOMEZ,2020,,00046,SANTANDER,127354.0
MORRISON,2020,,00047,CESAR,209519.0
PAILITAS,2020,,#N/D,CESAR,190985.0
GAMARRA,2020,,#N/D,CESAR,35139.0
PLATANAL,2020,,#N/D,CESAR,63024.0
SAN DIEGO,2020,,00051,CESAR,103445.0
RINCON HONDO,2020,,00052,CESAR,48094.0
SAN JUAN,2020,,00032,GUAJIRA,110032.0
COCORNA,2020,,00054,ANTIOQUIA,165175.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,133973.0
CENCAR,2020,,00056,VALLE DEL CAUCA,173759.0
CERRITO,2020,,00057,VALLE DEL CAUCA,471505.0
CIAT,2020,,00058,VALLE DEL CAUCA,324318.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,418053.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,202584.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,36316.0
ROZO,2020,,00062,VALLE DEL CAUCA,119037.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,183212.0
VILLARICA,2020,,00063,CAUCA,353063.0
TUNIA,2020,,00064,CAUCA,229874.0
LA PARADA,2020,,00069,NORTE DE SAN,421113.0
ARCABUCO,2020,,00005,BOYACA,142966.0
BICENTENARIO,2020,,00006,CUNDINAMARCA,104428.0
CAJAMARCA,2020,,00007,TOLIMA,
CARIMAGUA,2020,,00009,CORDOBA,80472.0
CRUCERO,2020,,00012,BOYACA,100764.0
EL BORDO,2020,,00013,CAUCA,123620.0
LOS LLANOS,2020,,00020,ANTIOQUIA,137110.0
RIO BLANCO,2020,,00027,SANTANDER,105832.0
RIO FRIO,2020,,00028,VALLE DEL CAUCA,42544.0
SACHICA,2020,,00030,BOYACA,152292.0
SAN CLEMENTE,2020,,00031,CALDAS,42047.0
TARAZA,2020,,00036,ANTIOQUIA,111631.0
TORO,2020,,00037,VALLE DEL CAUCA,32456.0
CANO,2020,,00045,NARIÑO,79235.0
DAZA,2020,,00046,NARIÑO,15045.0
CERRITOS II,2020,,00066,RISARALDA,386387.0
TUNEL LA LINEA TOL,2020,,00067,TOLIMA,63739.0
TUNEL LA LINEA QUI,2020,,00068,QUINDIO,63272.0
CASA BLANCA,2020,,00039,CUNDINAMARCA,331502.0
SABOYÁ,2020,,00040,BOYACA,108782.0
OIBA,2020,,00041,SANTANDER,144194.0
CURITI,2020,,00042,SANTANDER,162015.0
LOS CUROS,2020,,00043,SANTANDER,175841.0
ZAMBITO,2020,,00044,SANTANDER,169966.0
AGUAS NEGRAS,2020,,00045,SANTANDER,191521.0
LA GOMEZ,2020,,00046,SANTANDER,141428.0
MORRISON,2020,,00047,CESAR,246234.0
PAILITAS,2020,,#N/D,CESAR,220214.0
GAMARRA,2020,,#N/D,CESAR,41855.0
PLATANAL,2020,,#N/D,CESAR,69228.0
SAN DIEGO,2020,,00051,CESAR,124701.0
RINCON HONDO,2020,,00052,CESAR,57756.0
SAN JUAN,2020,,00032,GUAJIRA,136885.0
COCORNA,2020,,00054,ANTIOQUIA,173005.0
PUERTO TRIUNFO,2020,,00055,ANTIOQUIA,144557.0
CENCAR,2020,,00056,VALLE DEL CAUCA,200455.0
CERRITO,2020,,00057,VALLE DEL CAUCA,536165.0
CIAT,2020,,00058,VALLE DEL CAUCA,363123.0
ESTAMBUL,2020,,00059,VALLE DEL CAUCA,485230.0
MEDIACANOA,2020,,00060,VALLE DEL CAUCA,199973.0
PASO DE LA TORRE,2020,,00061,VALLE DEL CAUCA,40075.0
ROZO,2020,,00062,VALLE DEL CAUCA,134351.0
LOBOGUERRERO,2020,,00065,VALLE DEL CAUCA,196243.0
VILLARICA,2020,,00063,CAUCA,395755.0
TUNIA,2020,,00064,CAUCA,261542.0
LA PARADA,2020,,00069,NORTE DE SAN,444227.0
ARCABUCO,2021,,00005,BOYACA,127751.0
BICENTENARIO,2021,,00006,CUNDINAMARCA,90617.0
CARIMAGUA,2021,,00009,CORDOBA,83164.0
CRUCERO,2021,,00012,BOYACA,104410.0
EL BORDO,2021,,00013,CAUCA,111421.0
LOS LLANOS,2021,,00020,ANTIOQUIA,152550.0
RIO BLANCO,2021,,00027,SANTANDER,101780.0
RIO FRIO,2021,,00028,VALLE DEL CAUCA,40286.0
SACHICA,2021,,00030,BOYACA,119697.0
SAN CLEMENTE,2021,,00031,CALDAS,39104.0
TARAZA,2021,,00036,ANTIOQUIA,129644.0
TORO,2021,,00037,VALLE DEL CAUCA,30877.0
CANO,2021,,00045,NARIÑO,71669.0
DAZA,2021,,00046,NARIÑO,14354.0
CERRITOS II,2021,,00066,RISARALDA,338108.0
TUNEL LA LINEA TOL,2021,,00067,TOLIMA,65309.0
TUNEL LA LINEA QUI,2021,,00068,QUINDIO,78320.0
CASA BLANCA,2021,,00039,CUNDINAMARCA,274364.0
SABOYÁ,2021,,00040,BOYACA,99509.0
OIBA,2021,,00041,SANTANDER,130496.0
CURITI,2021,,00042,SANTANDER,146332.0
LOS CUROS,2021,,00043,SANTANDER,158553.0
ZAMBITO,2021,,00044,SANTANDER,159756.0
AGUAS NEGRAS,2021,,00045,SANTANDER,189922.0
LA GOMEZ,2021,,00046,SANTANDER,149995.0
MORRISON,2021,,00047,CESAR,251551.0
PAILITAS,2021,,#N/D,CESAR,232843.0
GAMARRA,2021,,#N/D,CESAR,40676.0
PLATANAL,2021,,#N/D,CESAR,67555.0
SAN DIEGO,2021,,00051,CESAR,114566.0
RINCON HONDO,2021,,00052,CESAR,56854.0
SAN JUAN,2021,,00032,GUAJIRA,131942.0
COCORNA,2021,,00054,ANTIOQUIA,181809.0
PUERTO TRIUNFO,2021,,00055,ANTIOQUIA,149254.0
CENCAR,2021,,00056,VALLE DEL CAUCA,159526.0
CERRITO,2021,,00057,VALLE DEL CAUCA,458162.0
CIAT,2021,,00058,VALLE DEL CAUCA,286225.0
ESTAMBUL,2021,,00059,VALLE DEL CAUCA,376776.0
MEDIACANOA,2021,,00060,VALLE DEL CAUCA,175880.0
PASO DE LA TORRE,2021,,00061,VALLE DEL CAUCA,37070.0
ROZO,2021,,00062,VALLE DEL CAUCA,116120.0
VILLARICA,2021,,00063,CAUCA,325407.0
TUNIA,2021,,00064,CAUCA,216769.0
LOBOGUERRERO,2021,,00065,VALLE DEL CAUCA,188685.0
LA PARADA,2021,,00069,NORTE DE SAN,173099.0
ARCABUCO,2021,,00005,BOYACA,102620.0
BICENTENARIO,2021,,00006,CUNDINAMARCA,57418.0
CARIMAGUA,2021,,00009,CORDOBA,62960.0
CRUCERO,2021,,00012,BOYACA,87347.0
EL BORDO,2021,,00013,CAUCA,98224.0
LOS LLANOS,2021,,00020,ANTIOQUIA,104463.0
RIO BLANCO,2021,,00027,SANTANDER,83873.0
RIO FRIO,2021,,00028,VALLE DEL CAUCA,37545.0
SACHICA,2021,,00030,BOYACA,111103.0
SAN CLEMENTE,2021,,00031,CALDAS,34693.0
TARAZA,2021,,00036,ANTIOQUIA,82179.0
TORO,2021,,00037,VALLE DEL CAUCA,29097.0
CANO,2021,,00045,NARIÑO,62757.0
DAZA,2021,,00046,NARIÑO,14358.0
CERRITOS II,2021,,00066,RISARALDA,295983.0
TUNEL LA LINEA TOL,2021,,00067,TOLIMA,88477.0
TUNEL LA LINEA QUI,2021,,00068,QUINDIO,95750.0
CASA BLANCA,2021,,00039,CUNDINAMARCA,262403.0
SABOYÁ,2021,,00040,BOYACA,80323.0
OIBA,2021,,00041,SANTANDER,104027.0
CURITI,2021,,00042,SANTANDER,120571.0
LOS CUROS,2021,,00043,SANTANDER,136255.0
ZAMBITO,2021,,00044,SANTANDER,121567.0
AGUAS NEGRAS,2021,,00045,SANTANDER,146804.0
LA GOMEZ,2021,,00046,SANTANDER,114232.0
MORRISON,2021,,00047,CESAR,199591.0
PAILITAS,2021,,#N/D,CESAR,177168.0
GAMARRA,2021,,#N/D,CESAR,35319.0
PLATANAL,2021,,#N/D,CESAR,58006.0
SAN DIEGO,2021,,00051,CESAR,106105.0
RINCON HONDO,2021,,00052,CESAR,46024.0
SAN JUAN,2021,,00032,GUAJIRA,118601.0
COCORNA,2021,,00054,ANTIOQUIA,157271.0
PUERTO TRIUNFO,2021,,00055,ANTIOQUIA,121605.0
CENCAR,2021,,00056,VALLE DEL CAUCA,172572.0
CERRITO,2021,,00057,VALLE DEL CAUCA,444125.0
CIAT,2021,,00058,VALLE DEL CAUCA,307890.0
ESTAMBUL,2021,,00059,VALLE DEL CAUCA,403141.0
MEDIACANOA,2021,,00060,VALLE DEL CAUCA,172917.0
PASO DE LA TORRE,2021,,00061,VALLE DEL CAUCA,40479.0
ROZO,2021,,00062,VALLE DEL CAUCA,113742.0
LOBOGUERRERO,2021,,00065,VALLE DEL CAUCA,179730.0
VILLARICA,2021,,00063,CAUCA,321715.0
TUNIA,2021,,00064,CAUCA,208068.0
LA PARADA,2021,,00069,NORTE DE SAN,403151.0
ARCABUCO,2021,,00005,BOYACA,128604.0
BICENTENARIO,2021,,00006,CUNDINAMARCA,69554.0
CARIMAGUA,2021,,00009,CORDOBA,72293.0
CRUCERO,2021,,00012,BOYACA,106236.0
EL BORDO,2021,,00013,CAUCA,111375.0
LOS LLANOS,2021,,00020,ANTIOQUIA,123642.0
RIO BLANCO,2021,,00027,SANTANDER,98089.0
